Tilltalsnamn,Antal bärare
ABOUZAR,5
ABOZAR,20
ABRA,2
ABRAAM,2
ABRAAO,2
ABRAHA,21
ABRAHALE,12
ABRAHALEY,6
ABRAHAM,751
ABRAHAN,2
ABRAHEEM,3
ABRAHEM,8
ABRAHIM,35
ABRAHMAN,2
ABRAM,23
ABRAMO,2
ABRAR,57
ABREHAM,13
ABREHE,4
ABRHA,7
ABRHALE,12
ABRHALEY,4
ABRHAM,68
ABRI,2
ABROHOM,2
ABROR,7
ABSALOM,2
ABSAME,3
ABSAR,2
ABSHAR,2
ABSHER,2
ABSHIR,156
ABSI,4
ABTIN,63
ABU,166
ABU BAKER,3
ABU BAKR,12
ABU ZARR,2
ABUBACAR,7
ABUBACARR,11
ABUBAKAR,215
ABU-BAKAR,9
ABUBAKARI,2
ABUBAKER,57
ABUBAKIR,9
ABUBAKR,47
ABU-BAKR,2
ABUBEKER,28
ABUBEKIR,3
ABUD,16
ABUDI,3
ABUELGASIM,3
ABUKAR,198
ABUKER,3
ABUL,49
ABULFAT,4
ABULFAZ,4
ABULFAZAL,3
ABULFAZEL,7
ABULFAZI,2
ABULFAZIL,3
ABULFAZL,53
ABULLFAZEL,3
ABUU,2
ABUUBAKAR,6
ABUUKAR,20
ABUYE,2
ABUZAR,27
ABUZER,11
ABY,3
ABYAN,5
ABYEL,3
ABYNABI,3
ACA,16
ACAYMO,2
ACCEL,2
ACE,51
ACHA,3
ACHILEAS,2
ACHILLE,16
ACHILLEAS,42
ACHILLEFS,9
ACHILLES,30
ACHILLEUS,2
ACHIM,28
ACHIN,2
ACHINTYA,3
ACHIRA,2
ACHIRAWAT,2
ACHIT,2
ACHMAD,5
ACHMED,2
ACHMET,3
ACHOT,3
ACHOUR,18
ACHRAF,63
ACHREF,7
ACHYUT,4
ACHYUTH,4
ACIF,2
ACIM,2
ACKAD,2
ACKE,169
ACKI,4
ACKIM,3
ACKIS,5
ACKO,2
ACO,31
ACRAM,3
AD,2
ADA,6
ADAAM,3
ADAD,6
ADAI,10
ADAIR,2
ADAL,19
ADALAT,2
ADALBERT,13
ADALBERTO,15
ADALET,2
ADALSTEINN,4
ADAM,25791
ADÁM,2
ÁDÁM,55
ADAM AHMAD,3
ADAM AHMED,2
ADAM MOHAMED,2
ADAM MOHAMMED,2
ADAMA,48
ADAMANTIOS,2
ADAMAS,9
ADAM-MOHAMMED,2
ADAMO,4
ADAMS,11
ADAMU,3
ADAN,187
ADÁN,2
ADANAN,3
ADANE,12
ADANI,3
ADAO,3
ADAR,79
ADARSH,28
ADAS,18
ADAWE,3
ADAY,21
ADDAI,2
ADDAM,3
ADDAY,4
ADDE,45
ADDEL,3
ADDELL,2
ADDI,29
ADDIE,2
ADDIN,3
ADDIS,22
ADDISALEM,2
ADDISON,2
ADDISU,7
ADDO,5
ADDY,3
ADE,13
ADEB,5
ADEBAYO,6
ADEBOWALE,6
ADEDAPO,2
ADEDEJI,3
ADEEB,27
ADEEL,75
ADEEM,2
ADEFEMI,2
ADEI,2
ADEKUNLE,6
ADEL,1115
ADELARD,3
ADELE,2
ADELIN,14
ADELINO,5
ADELIO,2
ADELL,2
ADELMO,9
ADEM,736
ADEMAR,6
ADEMIR,36
ADEMOLA,2
ADEMS,2
ADEN,168
ADENIS,2
ADENIYI,3
ADEO,2
ADEOLA,5
ADEOLU,2
ADEOLUWA,2
ADEREMI,2
ADERITO,3
ADÉRITO,2
ADERSH,2
ADESH,3
ADESHINA,4
ADESOLA,3
ADETOKUNBO,4
ADETUNJI,2
ADEWALE,4
ADEY,2
ADEYEMI,6
ADEYINKA,2
ADHAM,240
ADHANA,2
ADHANOM,56
ADHARV,4
ADHAV,2
ADHAVAN,3
ADHEM,7
ADHEMAR,4
ADHID,2
ADHIN,2
ADHIR,2
ADHIRAN,2
ADHISH,2
ADHITH,2
ADHITHYAN,2
ADHRIT,7
ADHURIM,23
ADHVIK,9
ADHYANSH,2
ADHYAYAN,2
ADI,191
ADIAN,87
ADIB,135
ADIBULLAH,3
ADIEL,14
ADIGÜZEL,2
ADIJAN,17
ADIJAT,2
ADIL,531
ADILAN,2
ADILET,4
ADILON,3
ADILS,6
ADILSON,11
ADILZHAN,3
ADIM,3
ADIMIR,3
ADIN,235
ADINARAYANA,3
ADION,5
ADIP,3
ADIS,439
ADISAK,16
ADISH,2
ADISON,11
ADISORN,8
ADISU,2
ADIT,4
ADITH,3
ADITHEP,3
ADITHYA,26
ADITYA,119
ADIV,3
ADIYA,3
ADIYAT,2
ADJMAL,3
ADKHAM,2
ADL,2
ADLAN,17
ADLANE,2
ADLER,6
ADLI,11
ADM,6
ADMAS,6
ADMASU,4
ADMER,3
ADMIN,3
ADMIR,488
ADMIRAL,2
ADMON,23
ADMOON,3
ADMOUN,11
ADMUN,2
ADNAAN,42
ADNAN,2370
ADNAND,2
ADNANE,10
ADNEL,9
ADNEN,3
ADNI,4
ADNIN,2
ADNON,2
ADO,18
ADOLF,131
ADOLFAS,3
ADOLFO,63
ADOLIN,3
ADOLPH,6
ADOLPHE,11
ADOLPHUS,3
ADOM,3
ADOMAS,30
ADON,6
ADONAI,38
ADONAJ,3
ADONAY,112
ADONES,2
ADONIA,2
ADONIAS,5
ADONIK,2
ADONIS,83
ADONIT,3
ADONIYAS,4
ADONY,2
ADOR,11
ADORIAN,2
ADOUM,3
ADOW,5
ADRAHMAN,2
ADREAN,9
ADREANO,2
ADREES,7
ADRI,8
ADRIA,4
ADRIÀ,3
ADRIAAN,34
ADRIAM,2
ADRIAN,10733
ADRIÁN,64
ADRÍAN,2
ÁDRIAN,2
ADRIAN-ALEXANDRU,3
ADRIAN-CRISTIAN,4
ADRIAN-DANIEL,2
ADRIANE,2
ADRIAN-FLORIN,3
ADRIAN-IONEL,3
ADRIAN-IONUT,4
ADRIAN-MARIAN,2
ADRIANN,2
ADRIAN-NICOLAE,5
ADRIANO,249
ADRIANOS,2
ADRIAN-RADU,3
ADRIANS,12
ADRIAN-STEFAN,5
ADRIANUS,42
ADRIATIK,28
ADRIE,2
ADRIEL,64
ADRIEN,92
ADRIHAN,2
ADRIJAN,47
ADRIJANO,6
ADRIJUS,5
ADRIK,3
ADRIN,9
ADRION,4
ADRIS,12
ADRIYAN,6
ADRJAN,2
ADRYAN,8
ADRYANO,2
ADSON,2
ADU,3
ADUL,4
ADULIS,4
ADUN,4
ADUNWIT,2
ADUS,2
ADVAIT,18
ADVAITA,2
ADVAITH,26
ADVAN,14
ADVAY,7
ADVER,2
ADVIK,35
ADVIN,10
ADVIT,3
ADVITH,5
ADWAIT,2
ADWAN,2
ADWAR,31
ADWARD,2
ADWIN,2
ADY,3
ADYAAN,3
ADYAN,40
ADYANTH,2
ADYLZHAN,3
AEAD,5
AED,9
AEDAN,12
AEDEN,2
AEDIN,2
AEGIR,5
AEHAM,10
AEID,4
AEIN,2
AEKKACHAI,3
AEKKAPHON,2
AELE,3
AEMAD,4
AEMAN,19
AEMN,2
AEMRO,2
AENEAS,17
AENGUS,4
AEON,2
AERON,3
AESAR,3
AEUB,2
AEVAN,3
AEVAR,2
ÆVAR,2
AFAK,2
AFAN,8
AFAQ,11
AFEEF,4
AFEF,2
AFET,4
AFEWERKI,35
AFEWORK,8
AFEWORKI,8
AFFA,2
AFFAN,30
AFFE,21
AFFO,2
AFGHAN,3
AFI,4
AFIF,49
AFIZ,3
AFNAAN,2
AFNAN,18
AFO,2
AFOLABI,4
AFONSO,23
AFORKI,2
AFOWERKI,2
AFRA,4
AFRAH,6
AFRAHA,3
AFRAHIM,3
AFRAM,227
AFRASIAB,3
AFRASYAB,2
AFRAZ,6
AFREM,27
AFRIDI,2
AFRIM,216
AFRO,2
AFSAR,5
AFSHAR,11
AFSHIN,178
AFTAB,40
AFWERKI,3
AFZAAL,11
AFZAL,37
AGA,10
AGAH,2
AGAHAN,2
AGAM,10
AGAMJOT,2
AGAMVIR,2
AGAN,17
AGANZE,3
AGAPE,2
AGAR,8
AGARAN,2
AGARDH,2
AGASH,2
AGASTHYA,3
AGASTYA,12
AGATHANGELOS,3
AGATHON,33
AGATINO,2
AGATON,306
AGAZI,2
AGBOR,5
AGE,19
AGEAD,3
AGEED,3
AGEEL,2
AGEL,3
AGELOS,6
AGGE,16
AGGELOS,10
AGHA,18
AGHASHIRIN,2
AGHASI,4
AGHEAD,5
AGHIAD,22
AGHID,2
AGHIL,9
AGHNATIOS,3
AGHYAD,26
AGI,2
AGIAD,3
AGID,26
AGIL,12
AGIM,252
AGIR,3
AGIT,32
AGJELOS,3
AGNALDO,2
AGNAR,41
AGNE,970
AGNELO,3
AGNER,4
AGNES,4
AGNI,3
AGNIS,12
AGO,16
AGOB,7
AGON,92
AGONIS,5
AGOP,21
AGOSTIN,6
AGOSTINHO,6
AGOSTINO,3
AGOSTON,4
ÁGOSTON,2
AGOT,2
AGREEN,2
AGRI,14
AGRIN,25
AGRIPINO,2
AGRIS,18
AGRON,239
AGUINALDO,3
AGUNG,2
AGUS,6
AGUSH,7
AGUST,271
ÁGÚST,19
AGUSTIN,95
AGUSTÍN,4
AGVAN,2
AGYAD,2
AGYEI,2
AGZIM,2
AH,12
AHAAN,11
AHAD,64
AHADI,4
AHADU,3
AHADULLAH,2
AHAMAD,18
AHAMED,19
AHAMMAD,3
AHAMMED,2
AHANAF,2
AHARON,4
AHASAN,5
AHCENE,2
AHCÉNE,2
AHD,8
AHDAN,2
AHDRIAN,2
AHED,36
AHEL,2
AHFEROM,9
AHI,2
AHID,3
AHIKAR,2
AHIL,21
AHILAN,2
AHILEAS,3
AHIN,4
AHIYAN,2
AHL,3
AHLBIN,4
AHLE,2
AHLEXANDER,2
AHLFRED,2
AHLVIN,2
AHMA,3
AHMAAD,2
AHMAD,9901
AHMAD ADAM,2
AHMAD MILAD,2
AHMAD SIAR,2
AHMADEY,2
AHMADI,12
AHMADIN,2
AHMADJAN,2
AHMADJON,2
AHMADOU,8
AHMADREZA,20
AHMAD-REZA,3
AHMADSHAH,13
AHMADU,2
AHMADULLAH,11
AHMADZIA,11
AHMAD-ZIA,2
AHMAR,7
AHMAT,8
AHMD,9
AHMEAD,4
AHMED,9054
AHMED ABDI,3
AHMED ALI,2
AHMED HASSAN,2
AHMED IBRAHIM,2
AHMED KHALID,2
AHMED MOHAMED,7
AHMED MOHAMMED,4
AHMED NUR,2
AHMED OMAR,2
AHMED SAID,3
AHMED TAHA,2
AHMED YASSIN,3
AHMEDAMIN,2
AHMEDDEEQ,2
AHMEDDEQ,2
AHMED-DEQ,3
AHMEDDIN,3
AHMED-DINI,2
AHMEDHADI,2
AHMEDIN,26
AHMEDNASIR,4
AHMEDNOOR,2
AHMEDNOR,4
AHMED-NOR,2
AHMED-NOUR,3
AHMEDNUR,17
AHMED-NUR,4
AHMEDNUUR,9
AHMED-NUUR,5
AHMED-REZA,2
AHMEDSADAQ,2
AHMEDSHAH,2
AHMEDUL,2
AHMEDULLAH,2
AHMEDYASIN,2
AHMED-YASIN,3
AHMEDZAKI,4
AHMED-ZAKI,2
AHMER,9
AHMET,991
AHMET EFE,2
AHMET EMIN,2
AHMET FARUK,2
AHMID,2
AHMMAD,24
AHMMD,2
AHMMED,12
AHMO,12
AHMOD,2
AHNAF,18
AHO,49
AHOORA,3
AHOURA,5
AHRI,3
AHRON,9
AHRUN,4
AHSA-AH,7
AHSAN,91
AHSEN,2
AHSSAN,4
AHTESHAM,5
AHTI,108
AHTISHAM,3
AHTO,8
AHTSHAM,4
AHURA,3
AHWAN,3
AHYAN,9
AHZAAB,5
AHZAB,10
AI,4
AIA,2
AIAD,17
AIAN,4
AIAS,4
AIBEK,7
AID,40
AIDAN,155
AIDAR,3
AIDAROUS,3
AIDARUS,8
AIDAS,35
AIDEL,3
AIDEN,357
AIDID,5
AIDIID,2
AIDIN,93
AIDL,3
AIDN,4
AIDRUS,2
AIDURUS,2
AIED,5
AIGAR,2
AIGARS,48
AIGIN,2
AIHAB,4
AIHAM,110
AIHAN,3
AIJAZ,5
AIJUN,2
AIKE,3
AIKEN,2
AIKI,2
AIKO,2
AILAN,3
AILI,2
AILO,49
ÁILO,2
AILON,2
AILTON,3
AILU,4
ÁILU,3
AIMABLE,10
AIMAD,7
AIMAL,18
AIMAN,196
AIMAR,14
AIME,22
AIMÉ,7
AIMEN,54
AIMILIOS,4
AIMN,3
AIMO,170
AIN,32
AINALEM,2
AINAN,3
AINANSHE,2
AINAR,2
AINARS,20
AINDRÉAS,2
AINDRIAS,2
AINE,2
AINEAS,2
AINEIAS,2
AINIS,6
AINIWAER,2
AINO,2
AINUDIN,3
AINÄRS,3
AION,4
AIOUB,2
AIPING,3
AIRAM,4
AIRIDAS,16
AIRIK,3
AIRIKR,3
AIRO,3
AIRON,4
AIRONAS,12
AISAM,2
AISAR,8
AISEN,2
AISER,3
AISOSA,4
AISSA,15
AISTIS,9
AITHAN,3
AITOR,22
AIUB,5
AIVAN,2
AIVAR,19
AIVARAS,61
AIVARS,44
AIVEN,12
AIVIN,3
AIVIS,19
AIVO,12
AIVY,2
AIWEN,2
AIWIN,2
AIYAD,2
AIYAN,3
AIYMAN,2
AIZAZ,2
AJAB,5
AJAD,7
AJAI,2
AJAJ,2
AJAK,3
AJAN,105
AJANTH,2
AJAS,8
AJAT,3
AJAY,104
AJAYKUMAR,3
AJAZ,9
AJDAN,3
AJDAR,5
AJDIN,346
AJE,10
AJEEL,2
AJEESH,3
AJEET,8
AJESH,2
AJET,39
AJEY,2
AJHAN,10
AJI,3
AJIBOLA,5
AJIN,4
AJINKYA,2
AJISH,3
AJIT,24
AJITH,24
AJJE,2
AJLAN,17
AJMAL,96
AJMAN,17
AJMEN,4
AJMER,2
AJMIR,3
AJNE,2
AJNOR,2
AJNUR,32
AJO,2
AJOB,9
AJON,2
AJOUB,6
AJOY,3
AJREDIN,4
AJRI,2
AJRO,2
AJRULA,3
AJRUS,3
AJRUSH,3
AJSEL,3
AJU,4
AJUB,12
AJUS,4
AJVAN,2
AJVAZ,3
AJWAD,3
AJZER,2
AK,2
AKA,5
AKAD,21
AKAIL,2
AKAKI,8
AKAL,2
AKAM,74
AKAN,16
AKAR,54
AKARAPONG,2
AKARI,2
AKARSH,3
AKASH,76
AKASHA,2
AKASHDEEP,2
AKAY,12
AKBAL,4
AKBAR,242
AKBARALI,2
AKBARJON,4
AKBER,2
AKDAS,2
AKEAL,2
AKED,4
AKEEL,24
AKEEM,15
AKEF,4
AKEL,8
AKELOM,2
AKEN,2
AKEY,2
AKHERE,2
AKHIL,63
AKHILESH,17
AKHMAD,10
AKHMED,14
AKHTAM,2
AKHTAR,33
AKHTARUZZAMAN,2
AKHTER,3
AKHTIAR,3
AKI,154
AKIB,6
AKID,6
AKIEL,4
AKIF,79
AKIHIRO,4
AKIIM,2
AKIJA,6
AKIL,99
AKILA,3
AKILAN,5
AKILAS,2
AKILES,3
AKILI,3
AKILIMALI,2
AKILL,3
AKILLES,82
AKILLEVS,2
AKILLEZ,2
AKIM,22
AKIN,42
AKINOLA,3
AKINORI,2
AKINTUNDE,2
AKINWUMI,2
AKIO,6
AKIRA,45
AKIS,7
AKITO,4
AKITU,2
AKIYA,2
AKKAD,15
AKKE,14
AKKHADET,3
AKKI,3
AKLI,2
AKLIL,7
AKLILU,71
AKM,6
AKMAL,53
AKMALJON,6
AKO,128
AKOB,4
AKOBIR,5
AKOBIRKHON,2
AKOS,23
ÁKOS,26
AKOUB,3
AKRAM,803
AKRAME,2
AKREM,44
AKRM,3
AKROM,4
AKSEL,329
AKSÉL,2
AKSELI,20
AKSELS,6
AKSENTIJE,2
AKSHAJ,8
AKSHANSH,2
AKSHANT,2
AKSHAT,12
AKSHATH,2
AKSHAY,82
AKSHAYA,2
AKSHAYKUMAR,2
AKSHIT,5
AKSHITH,2
AKSIL,5
AKSM,2
AKSOY,2
AKTAN,2
AKTAR,2
AKTER,5
AKTHAM,8
AKTHEM,2
AKU,12
AKUL,3
AKWASI,8
AKYLAS,2
AKYLBEK,2
AKÅ,2
AL,151
AL HADI,2
AL HASSAN,5
AL KASIM,2
ALA,138
ALÁ,2
ALA´,2
ALA´A,12
ALAA,1191
ALÁA,3
ALAA-ALDEEN,2
ALAAALDEN,2
ALAAALDIN,2
ALAA-ALDIN,2
ALAADDIN,9
ALAADEEN,2
ALAADIN,6
ALAAEDDIN,42
ALAAELDIN,11
ALAALDEEN,3
ALAALDEN,3
ALAALDIN,9
ALAAN,4
ALAATTIN,7
ALABA,2
ALABBAS,8
ALADAR,3
ALADDIN,71
ALADEEN,2
ALADIN,65
ALADJI,2
ALADOR,2
ALAE,10
ALAEDDIN,24
ALAEDDINE,7
ALAEDIN,3
ALAELDIN,3
ALAETTIN,7
ALAGA,4
ALAGI,3
ALAGIE,39
ALAH,2
ALAI,3
ALAIDDIN,5
ALAIN,189
ALAITH,2
ALAJDIN,6
ALAJI,2
ALAJOS,3
ALALI,3
ALAM,25
ALAMAGAN,2
ALAMDAR,4
ALAMEEN,3
ALAMEER,6
ALAMEIN,2
ALAMGIR,12
ALAMIN,52
AL-AMIN,6
ALAMIR,14
ALAMZEB,3
ALAN,1636
ALANAS,3
ALAND,148
ALANN,2
ALANS,4
ALAODDIN,2
ALAR,29
ALARIC,3
ALARIK,19
ALAS,10
ALASAN,12
ALASANA,8
ALASANNA,2
ALASDAIR,14
ALASGAR,2
ALASHTAR,2
ALASOW,3
ALASSAN,5
ALASSANE,16
ALASTAIR,31
ALATTIN,6
ALAUDDIN,4
ALAUDIN,9
ALAV,4
ALAWI,13
ALAY,11
ALAYHAM,6
ALAZ,10
ALAZAR,53
ALBAB,2
ALBAIR,2
ALBAN,261
ALBANIT,2
ALBANO,8
ALBANOR,2
ALBARA,4
ALBARAA,32
AL-BARAA,4
ALBARO,2
ALBASHEQ,2
ALBASHIR,3
ALBATRIT,7
ALBE,3
ALBEER,4
ALBEHAR,2
ALBEIR,2
ALBELON,2
ALBENIT,2
ALBER,54
ALBERIC,2
ALBERICO,3
ALBERT,3450
ALBERTAS,23
ALBERTH,16
ALBERTINO,7
ALBERTO,496
ALBERTS,6
ALBERTUS,19
ALBES,6
ALBI,29
ALBIAN,9
ALBIE,5
ALBIER,2
ALBIJAN,6
ALBIJON,8
ALBIN,17598
ALBINAS,10
ALBINO,8
ALBINOT,9
ALBION,145
ALBIOS,2
ALBIR,13
ALBISON,4
ALBJON,5
ALBNOR,4
ALBORZ,26
ALBOS,2
ALBRA,2
ALBRAA,5
ALBRECHT,11
ALBRIM,6
ALBROZ,2
ALBUNIT,2
ALBUS,59
ALBY,2
ALCANDER,3
ALCIBIADES,2
ALCIDES,8
ALCO,2
ALDAIR,3
ALDAN,3
ALDAR,16
ALDAS,6
ALDE,29
ALDEN,35
ALDENOR,2
ALDER,4
ALDI,14
ALDIAN,3
ALDIJAN,2
ALDIN,431
ALDING,2
ALDINO,4
ALDION,7
ALDIS,24
ALDIYAR,2
ALDJON,2
ALDO,223
ALDON,7
ALDOR,49
ALDOUS,5
ALDRICH,3
ALDRIN,26
ALDUR,3
ALDUS,4
ALDWIN,3
ALE,136
ALEANDRO,9
ALEAS,4
ALEC,201
ALECS,6
ALECSANDER,12
ALECZANDER,8
ALED,3
ALEE,4
ALEEM,14
ALEER,2
ALEEZ,2
ALEF,5
ALEG,3
ALEH,28
ALEHANDRO,13
ALEI,2
ALEIX,9
ALEJANDRO,724
ALEJO,4
ALEK,51
ALEKO,3
ALEKOS,2
ALEKS,158
ALEKSA,148
ALEKSAN,4
ALEKSANDAR,1511
ALEKSANDAR-SASA,3
ALEKSANDER,894
ALEKSANDËR,15
ALEKSANDERS,2
ALEKSANDR,357
ALEKSANDRAS,36
ALEKSANDRE,20
ALEKSANDRO,6
ALEKSANDROS,16
ALEKSANDRS,162
ALEKSANDRU,3
ALEKSANTERI,12
ALEKSAS,11
ALEKSEI,167
ALEKSEIJ,2
ALEKSEJ,93
ALEKSEJS,66
ALEKSEJUS,3
ALEKSEY,25
ALEKSI,130
ALEKSIS,27
ALEKSO,7
ALEKSS,14
ALEKSY,8
ALEKSZANDR,2
ALEKZANDER,7
ALEM,177
ALEMAYEHU,16
ALEMSEGED,6
ALEMSEGHED,2
ALEMU,5
ALEN,774
ALENAS,2
ALEND,69
ALENS,4
ALEO,3
ALEON,2
ALEPH,2
ALERT,3
ALES,31
ALESANDER,2
ALESANDRO,6
ALESIO,8
ALESJO,2
ALESSANDRO,565
ALESSI,3
ALESSIO,231
ALESSO,26
ALEX,6591
ALÉX,5
ÁLEX,2
ALEXA,4
ALEXAN,12
ALEXANDAR,123
ALEXANDER,39873
ALEXANDÉR,2
ALEXANDERI,3
ALEXANDER-MAGNUS,2
ALEXANDER-VIKING,2
ALEXANDHER,2
ALEXANDOR,2
ALEXANDR,102
ALEXANDRA,16
ALEXANDRE,406
ALEXANDRO,77
ALEXANDROS,508
ALÉXANDROS,8
ALEXANDRU,600
ALEXANDRU-ALIN,2
ALEXANDRU-BOGDAN,4
ALEXANDRU-CATALIN,3
ALEXANDRU-COSTEL,2
ALEXANDRU-CRISTIAN,4
ALEXANDRU-DUMITRU,2
ALEXANDRU-FLORIN,2
ALEXANDRU-GABRIEL,11
ALEXANDRU-GEORGIAN,2
ALEXANDRU-IOAN,3
ALEXANDRU-IONUT,4
ALEXANDRU-IULIAN,2
ALEXANDRU-MARIAN,5
ALEXANDRU-MARIN,2
ALEXANDRU-MIHAI,6
ALEXANDRU-SORIN,2
ALEXANDRU-VALENTIN,2
ALEXANDRU-VASILE,2
ALEXANDRU-VIRGIL,2
ALEXANTER,3
ALEXANTROS,2
ALEXE,2
ALEXEI,107
ALEXEIS,2
ALEXEJ,52
ALEXEY,149
ALEXI,83
ALEXIA,2
ALEXIAN,3
ALEXIE,6
ALEXIO,7
ALEXIOS,38
ALEXIS,742
ALEXIUS,45
ALEXIZ,3
ALEXSANDAR,4
ALEXSANDER,112
ALEXSANDR,4
ALEXSANDRO,12
ALEXSEJ,2
ALEXSEY,2
ALEXUS,7
ALEXX,9
ALEXY,4
ALEXZANDER,47
ALEX-ZANDER,2
ALEY,2
ALEZANDER,2
ALF,8041
ALF ARNE,2
ALF ERIK,10
ALF GUNNAR,5
ALF GÖRAN,12
ALF INGE,6
ALF PETER,2
ALF ÅKE,7
ALFA,11
ALFADIL,2
ALFARES,2
ALF-ARNE,2
ALFAROK,2
ALFAROUK,6
ALFATEH,2
ALF-ERIK,20
ALF-GUNNAR,7
ALF-GÖRAN,13
ALF-HÅKAN,5
ALFI,3
ALFIE,71
ALFIN,3
ALF-INGE,8
ALFIO,13
ALF-JOHAN,3
ALF-MARTIN,5
ALFON,9
ALFONS,2023
ALFONSAS,5
ALFONSE,2
ALFONSO,147
ALFONZ,26
ALFRED,10794
ALFRÉD,2
ALFREDAS,4
ALFREDH,4
ALFREDO,200
ALFREDS,2
ALF-RUNE,2
ALF-TORE,2
ALFUSAINEY,2
ALFVIN,2
ALF-ÅKE,8
ALGE,9
ALGERS,2
ALGERT,6
ALGIMANTAS,20
ALGIRDAS,40
ALGIS,17
ALGON,5
ALGOT,2513
ALGOTH,19
ALGOTT,3
ALHABIB,6
ALHADI,7
ALHAG,2
ALHAGI,6
ALHAGIE,27
ALHAJE,2
ALHAJI,18
ALHAKAM,9
AL-HAKAM,2
ALHAMZA,11
ALHAMZAH,3
ALHAMZEH,2
ALHARETH,11
ALHARITH,2
ALHARTH,2
ALHASAN,37
ALHASSAN,47
AL-HASSAN,12
ALHASSANE,7
ALHOMAM,2
ALHUSEIN,2
ALHUSSAIN,3
ALHUSSEIN,11
AL-HUSSEIN,11
ALI,16575
ALI ABBAS,3
ALI AHMAD,4
ALI AKBAR,7
ALI ALAKBAR,2
ALI ASGHAR,4
ALI EFE,2
ALI EYMEN,2
ALI HADI,2
ALI HAIDER,2
ALI HAMZA,2
ALI HASNAIN,2
ALI HASSAN,6
ALI IBRAHIM,2
ALI IHSAN,3
ALI JAN,3
ALI MIRAN,2
ALI MOHAMED,2
ALI OSMAN,4
ALI REDA,2
ALI REZA,37
ALI RIDHA,4
ALI RIZA,3
ALI SAMI,3
ALI SHANAWAR,2
ALI SINA,3
ALIA,2
ALI-ABBAS,2
ALI-ADAM,5
ALIAGHA,7
ALIAKBAR,41
ALI-AKBAR,10
ALIAKSANDR,91
ALIAKSEI,38
ALI-ALAKBAR,2
ALIALRIDHA,2
ALIAN,10
ALIANDRO,3
ALIAS,31
ALIASGAR,5
ALIASGHAR,36
ALI-ASGHAR,4
ALIBABA,3
ALI-BABA,2
ALIBASHI,3
ALIBASHIR,2
ALIBEK,8
ALICAN,20
ALICE,35
ALICIA,8
ALICIO,5
ALIDAD,17
ALIDAHIR,6
ALIDOST,2
ALIDUST,2
ALIE,6
ALIEREN,3
ALIEU,137
ALIF,10
ALIGÜL,2
ALIHAN,19
ALII,2
ALIJA,163
ALIJAN,29
ALI-JAN,2
ALIJOMA,2
ALIJON,2
ALIK,18
ALIKAR,2
ALIKEMAL,2
ALIKHAN,31
ALIKO,2
ALIKSANDER,3
ALIL,4
ALIM,46
ALIMADAD,2
ALIMAMY,3
ALIMARDON,2
ALIMIR,2
ALIMORAD,2
ALIMZHAN,5
ALIN,121
ALINAGHI,2
ALIN-CATALIN,2
ALIN-CONSTANTIN,3
ALIN-CRISTIAN,3
ALIND,7
ALIN-FLORIN,2
ALIN-IONUT,2
ALIN-MIHAI,3
ALINOOR,2
ALINOR,2
ALINOTI,2
ALINUR,3
ALINUUR,2
ALI-NUUR,3
ALION,7
ALIOTH,3
ALIOU,16
ALIOUNE,11
ALIPI,2
ALIRAMIN,2
ALIRAZA,4
ALIREDHA,2
ALIREZA,857
ALI-REZA,37
ALI-RIDHA,4
ALIRIO,6
ALIRIZA,7
ALIRO,6
ALIS,13
ALISA,2
ALI-SAJAD,2
ALISAN,9
ALISDAIR,3
ALISEN,2
ALISENA,2
ALISER,2
ALISH,2
ALISHA,3
ALISHAFA,2
ALISHAH,15
ALISHER,65
ALISHIR,4
ALISINA,59
ALI-SINA,4
ALISON,5
ALISSI,2
ALISSON,4
ALISTAIR,51
ALISTER,10
ALIT,6
ALIU,8
ALIULLAH,5
ALIUS,6
ALIX,13
ALIXANDER,6
ALIY,2
ALIYAN,8
ALIYAR,9
ALIYASER,2
ALIYI,2
ALIYU,2
ALIZADA,4
ALIZADEH,4
ALIZAFAR,4
ALIZAMIN,2
ALIZHAN,3
ALIZIA,2
ALJAJDIN,2
ALJAN,2
ALJAZ,3
ALJBAN,6
ALJBERT,2
ALJI,11
ALJO,5
ALJON,2
ALJOSA,17
ALJOSCHA,3
ALJOSJA,4
ALJUS,4
ALKALI,3
ALKALY,2
ALKAN,13
ALKASEM,3
ALKASIM,3
ALKEO,2
ALKET,10
ALKHA,2
ALKHAZUR,2
ALKI,3
ALKIM,2
ALKIN,2
ALKINOOS,2
ALKIS,5
ALKIVIADIS,13
ALLA,24
ALLAA,4
ALLADDIN,2
ALLADIN,13
ALLAH,11
ALLAHVERDI,2
ALLAHYAR,3
ALLAITH,15
ALLAL,9
ALLAM,11
ALLAN,3474
ALLAND,23
ALLANI,4
ALLAR,4
ALLARD,2
ALLAWI,6
ALLAYTH,3
ALLDIN,2
ALLE,13
ALLEC,2
ALLEM,2
ALLEN,178
ALLEND,9
ALLERT,5
ALLESSANDRO,3
ALLEX,24
ALLEXANDER,2
ALLFONS,2
ALLFRED,4
ALLGOTT,2
ALLI,26
ALLIE,4
ALLING,2
ALLIS,2
ALLISON,2
ALLISTER,2
ALLMIR,7
ALLON,3
ALLRICK,3
ALLRIK,6
ALLTON,2
ALLVIN,5
ALLVIS,2
ALLWIN,4
ALLWYN,2
ALLY,21
ALMA,4
ALMADIN,3
ALMAHDI,6
ALMAJD,2
ALMAJED,2
