Tilltalsnamn,Antal bärare
CAMARA,2
CAMARAN,2
CAMDEN,7
CAMERON,155
CAMIEL,5
CAMIL,63
CAMILJ,8
CAMILL,8
CAMILLE,50
CAMILLO,8
CAMILO,220
CAMIR,2
CAMO,2
CAMPBELL,4
CAMRAN,8
CAMRON,11
CAN,234
CANAAN,2
CANBERK,2
CANDAR,3
CANDAS,3
CANDIDO,12
CANE,23
CANER,49
CANH,9
CANI,3
CANIBEK,2
CANNON,4
CANO,4
CAO,18
CAPITAL,2
CARAM,2
CARAN,2
CARAS,3
CARAY,2
CARDO,12
CAREL,11
CAREY,2
CARI,4
CARINO,3
CARIT,2
CARL,23998
CARL ADAM,19
CARL ALBERT,4
CARL ALBIN,4
CARL ALEXANDER,6
CARL ALFRED,2
CARL ANDERS,13
CARL ANDRÉ,4
CARL ANTON,11
CARL ARNE,8
CARL ARTHUR,2
CARL ARVID,3
CARL AUGUST,10
CARL AXEL,71
CARL BERTIL,5
CARL CHRISTIAN,27
CARL DAVID,11
CARL DOUGLAS,2
CARL EDVARD,6
CARL EDVIN,2
CARL EDWARD,2
CARL EGON,2
CARL EINE,2
CARL EMIL,9
CARL ERIC,27
CARL ERIK,81
CARL EVERT,2
CARL FELIX,2
CARL FILIP,9
CARL FREDRIC,2
CARL FREDRIK,153
CARL GABRIEL,4
CARL GEORG,3
CARL GUNNAR,38
CARL GUSTAF,113
CARL GUSTAV,50
CARL GÖRAN,37
CARL GÖSTA,7
CARL HAMPUS,11
CARL HENNING,3
CARL HENRIC,15
CARL HENRIK,115
CARL HENRY,8
CARL HERMAN,5
CARL HUGO,15
CARL HÅKAN,7
CARL IAN,2
CARL INGE,5
CARL INGEMAR,2
CARL INGVAR,2
CARL IVAR,3
CARL JACOB,4
CARL JAKOB,3
CARL JOAKIM,2
CARL JOEL,2
CARL JOHAN,590
CARL JONAS,9
CARL JOSEF,2
CARL JULIUS,2
CARL LENNART,2
CARL LUDVIG,8
CARL LUDWIG,2
CARL MAGNUS,167
CARL MARCUS,9
CARL MARTIN,28
CARL MICHAEL,32
CARL MIKAEL,24
CARL NIKLAS,2
CARL OLA,2
CARL OLOF,42
CARL OLOV,10
CARL OSCAR,31
CARL OSKAR,5
CARL OTTO,37
CARL OVE,2
CARL PETER,6
CARL PETTER,5
CARL PHILIP,36
CARL PONTUS,3
CARL ROBERT,11
CARL SEBASTIAN,2
CARL SIMON,2
CARL SIXTEN,2
CARL STEFAN,4
CARL THEODOR,3
CARL THOMAS,2
CARL TIMMY,2
CARL VICTOR,6
CARL VIKTOR,8
CARL VILHELM,5
CARL VINCENT,2
CARL WILHELM,32
CARL WILLIAM,23
CARL ÅKE,21
CARLA,4
CARL-ADAM,60
CARL-ADRIAN,6
CARL-ALBERT,6
CARL-ALBIN,14
CARL-ALEXANDER,5
CARL-ALFRED,9
CARL-ALGOT,2
CARL-ALLAN,3
CARL-ANDERS,83
CARL-ANDRÉ,3
CARLANDREA,2
CARL-ANTHON,2
CARLANTON,2
CARL-ANTON,41
CARL-ARNE,48
CARL-ARVID,5
CARL-AUGUST,6
CARLAXEL,5
CARL-AXEL,361
CARL-BERTIL,29
CARL-BÖRJE,3
CARL-CEDRIC,2
CARL-CHRISTER,8
CARL-CHRISTIAN,53
CARL-CRISTIAN,4
CARL-DANIEL,4
CARL-DAVID,21
CARL-DOUGLAS,8
CARLE,4
CARL-EDVARD,2
CARL-EDVIN,3
CARL-EDWARD,3
CARL-EINAR,8
CARL-EMIL,35
CARL-ERHARD,2
CARLERIC,11
CARL-ERIC,162
CARLERIK,2
CARL-ERIK,397
CARLES,9
CARL-ESKIL,2
CARL-EVERT,18
CARL-EWERT,2
CARL-FABIAN,4
CARL-FELIX,3
CARL-FILIP,44
CARL-FREDERIC,2
CARL-FREDRIC,12
CARL-FREDRIK,388
CARL-GABRIEL,3
CARL-GEORG,5
CARL-GERHARD,6
CARL-GREGER,3
CARL-GUNNAR,124
CARL-GUSTAF,315
CARL-GUSTAV,340
CARL-GÖRAN,131
CARL-GÖSTA,31
CARLH,2
CARL-HAMPUS,20
CARL-HANNES,4
CARL-HARRY,5
CARL-HEINZ,4
CARL-HENNING,4
CARL-HENRIC,68
CARLHENRIK,2
CARL-HENRIK,517
CARL-HENRY,14
CARL-HERBERT,2
CARL-HERMAN,7
CARL-HUGO,63
CARL-HÅKAN,7
CARLI,7
CARL-IAN,2
CARLIN,2
CARL-INGE,8
CARL-INGEMAR,3
CARL-INGMAR,3
CARL-INGVAR,8
CARLINO,3
CARLITO,8
CARLITOS,2
CARL-IVAN,6
CARL-IVAR,24
CARL-JACOB,4
CARL-JAN,7
CARL-JESPER,2
CARL-JOAN,2
CARL-JOAR,2
CARL-JOEL,4
CARLJOHAN,25
CARL-JOHAN,1958
CARL-JOHN,3
CARL-JONAS,15
CARL-JOSEF,6
CARL-JOSEPH,2
CARL-JULIUS,4
CARL-JÖRGEN,4
CARL-KRISTIAN,2
CARL-LENNART,23
CARL-LEO,4
CARL-LEON,4
CARL-LIAM,2
CARL-LINUS,6
CARL-LUDVIG,13
CARL-LUDWIG,11
CARLMAGNUS,2
CARL-MAGNUS,419
CARL-MARCUS,23
CARL-MARKUS,4
CARL-MARTIN,46
CARL-MAURITZ,2
CARL-MICAEL,2
CARLMICHAEL,2
CARL-MICHAEL,62
CARL-MIKAEL,61
CARL-MORRIS,2
CARL-NICLAS,3
CARLO,267
CARL-OLA,7
CARLOLOF,3
CARL-OLOF,187
CARL-OLOV,49
CARLOS,2095
CARLOS ALBERTO,2
CARLOS IVAN,2
CARLOS-ANDRÉS,2
CARL-OSCAR,109
CARL-OSKAR,59
CARL-OTTO,80
CARL-OVE,18
CARL-OWE,4
CARL-PEDER,3
CARL-PETER,21
CARL-PETTER,6
CARL-PHILIP,89
CARL-PONTUS,3
CARL-RAGNAR,6
CARL-RASMUS,3
CARL-REINHOLD,3
CARL-RICHARD,6
CARL-RICKARD,4
CARL-RIKARD,2
CARL-ROBERT,17
CARL-ROBIN,3
CARL-RUNE,3
CARL-SEBASTIAN,6
CARL-SIMON,8
CARL-SIXTEN,2
CARL-STEFAN,4
CARL-STEPHAN,2
CARL-STURE,2
CARL-SÖREN,2
CARL-THEODOR,3
CARL-THOMAS,2
CARLTON,14
CARL-ULRIK,2
CARL-UNO,11
CARL-VERNER,2
CARL-VICTOR,9
CARL-VIGGO,5
CARL-VIKING,3
CARL-VIKTOR,9
CARL-VILHELM,7
CARL-VINCENT,5
CARL-WALTER,3
CARL-WERNER,2
CARL-WICTOR,2
CARL-WIKTOR,4
CARL-WILHELM,53
CARL-WILLIAM,45
CARLYLE,2
CARLÅKE,2
CARL-ÅKE,90
CARMELO,32
CARMEN,2
CARMINE,17
CARMITH,2
CARNIK,2
CARO,4
CAROL,27
CAROLUS,12
CARON,2
CARREY,2
CARRI,2
CARRY,36
CARSON,5
CARSTEIN,2
CARSTEN,443
CARTER,19
CARWAN,2
CARY,43
CARYL,5
CAS,8
CASANDER,2
CASBIAN,3
CASE,4
CASEY,57
CASH,11
CASIAN,3
CASIM,2
CASIMIR,33
CASIMIRO,9
CASLAV,12
CASPAR,257
CASPER,6087
CASPHER,15
CASPHIAN,3
CASPIAN,1179
CASPIN,2
CASSANDRA,5
CASSIAN,15
CASSIANO,3
CASSIDY,3
CASSIEL,3
CASSIO,3
CASSIUS,40
CASTAN,2
CASTELLO,2
CASTELO,2
CASTEN,9
CASTIEL,25
CASTIÉL,2
CASTOR,76
CASTRO,11
CAT,2
CATALDO,4
CATALIN,152
CATALIN-ALEXANDRU,2
CATALIN-CONSTANTIN,2
CATALIN-DANIEL,4
CATALIN-FLORIN,2
CATALIN-GABRIEL,2
CATALIN-IONEL,2
CATALIN-IONUT,2
CATALIN-MIHAI,4
CATHAL,6
CATHARINUS,2
CATO,42
CAU,2
CAUA,2
CAUAN,2
CAUE,2
CAUPOLICAN,2
CAVE,2
CAVID,2
CAVIN,3
CAVIT,23
CAVUS,2
CAWIL,2
CAY,96
CAYAN,4
CAYDARUUS,6
CAYDEN,27
CAZIM,39
CAZIMIR,3
CAZPER,106
CAZPIAN,20
CEA,2
CEASAR,171
CÉASAR,2
CEASARY,2
CEAZAR,4
CEBASTIAN,22
CEBRAIL,51
CECIL,27
CECILIA,3
CECILIO,5
CEDAR,4
CEDDY,2
CEDER,2
CEDERIK,3
CEDO,14
CEDOMIR,35
CEDRIC,173
CÉDRIC,52
CEDRICK,14
CEDRIK,72
CEDWIN,2
CEFERINO,3
CEGE,3
CEITH,2
CEKDAR,3
CELADET,3
CELAL,94
CELALEDDIN,4
CELALETTIN,18
CELE,4
CELEBI,5
CELESTE,2
CELESTIN,8
CELESTINE,18
CELESTINO,5
CELIA,2
CELIAN,5
CÉLIAN,2
CELIK,2
CELIL,6
CELINE,2
CELIO,2
CÉLIO,3
CELSO,17
CELVIN,61
CELWIN,6
CEM,144
CEMAL,111
CEMALETTIN,9
CEMALJ,4
CEMIL,75
CEN,8
CENA,2
CENAN,5
CENAP,4
CENDRIM,3
CENE,2
CENG,2
CENGIS,4
CENGIZ,137
CENGIZHAN,20
CENGIZ-HAN,2
CENK,30
CENNERT,4
CENNERTH,5
CENNET,21
CENNETH,96
CENNI,2
CENNIE,3
CENNY,49
CENO,3
CENT,21
CENTH,11
CEPHAS,7
CEPRAIL,7
CERCIS,5
CERI,2
CERIM,8
CERLOS,8
CERMITH,3
CERNY,20
CEROLD,3
CERRY,8
CESAR,613
CÉSAR,78
CESARE,27
CESIM,3
CESK,2
CESLAV,2
CESLAVS,2
CESLOVAS,6
CESUR,9
CETIN,43
ÇETIN,7
CEVAIR,3
CEVAT,9
CEVDET,46
CEVIN,165
CEWE,2
CEWIN,17
CEYHAN,4
CEYHUN,23
CEYLAN,3
CEYLON,12
CEZAN,2
CEZAR,73
CEZARY,144
CG,2
CH,4
CHA,3
CHAABAN,2
CHABAN,7
CHABANE,3
CHABI,2
CHABO,20
CHAD,34
CHADA,2
CHADE,2
CHADI,143
CHADLI,2
CHADLY,2
CHADRAC,3
CHADRACK,4
CHADWICK,4
CHADY,3
CHAFIC,10
CHAFIK,26
CHAFIQ,2
CHAHE,2
CHAHID,3
CHAHIN,10
CHAHINE,2
CHAHIR,3
CHAI,9
CHAIB,6
CHAICHANA,6
CHAIM,12
CHAIN,2
CHAINARONG,7
CHAIRAT,4
CHAITANYA,37
CHAITHANYA,2
CHAIWAT,22
CHAIWUT,3
CHAIYA,6
CHAIYACHET,2
CHAIYAN,2
CHAIYASIT,2
CHAIYAWAT,3
CHAK,8
CHAKDAR,5
CHAKER,18
CHAKHRIT,2
CHAKIB,17
CHAKIR,8
CHAKKARIN,3
CHAKKRIT,7
CHAKO,3
CHAKORN,2
CHAKRADHAR,2
CHAKRADHARA,2
CHAKRAPHONG,2
CHAKRIS,2
CHAKRIT,9
CHALA,5
CHALABI,2
CHALAK,20
CHALANG,6
CHALANK,2
CHALAT,2
CHALEE,3
CHALERMCHAI,4
CHALERMKIAT,2
CHALI,4
CHALIE,2
CHALLE,12
CHALONGCHAI,2
CHALY,2
CHAM,2
CHAMA,2
CHAMAL,2
CHAMAN,12
CHAMARA,11
CHAMEL,5
CHAMIKA,3
CHAMILA,4
CHAMINDA,8
CHAMKAUR,2
CHAMNONG,2
CHAMON,4
CHAMOUN,101
CHAMRAN,2
CHAMS,4
CHAMSEDDIN,2
CHAMSEDDINE,5
CHAN,33
CHANACHAI,3
CHANACHOK,2
CHANACHON,4
CHANAKA,9
CHANAKYA,2
CHANAN,3
CHANANTHON,2
CHANATHIP,2
CHANATIP,2
CHANCE,15
CHANCHAI,4
CHANCHAL,2
CHAND,5
CHANDAN,23
CHANDANA,2
CHANDER,5
CHANDLER,6
CHANDRA,39
CHANDRAHAS,3
CHANDRAKANT,6
CHANDRAMOHAN,7
CHANDRAMOULI,3
CHANDRAPRAKASH,2
CHANDRASEKAR,5
CHANDRASEKHAR,7
CHANDRASHEKAR,6
CHANDRASHEKARAN,2
CHANDRASHEKHAR,7
CHANDRASIRI,2
CHANDU,3
CHANG,42
CHANGATUMUR,2
CHANGCHUN,2
CHANGFENG,2
CHANGGEN,2
CHANGGUI,2
CHANGHONG,2
CHANGHUI,2
CHANGIZ,19
CHANGJI,2
CHANGJIE,2
CHANGLE,3
CHANGLIN,3
CHANGMING,2
CHANGQING,2
CHANGRONG,3
CHANGXIN,2
CHANGYU,3
CHANH,5
CHANI,3
CHANIN,6
CHANNA,6
CHANNARONG,4
CHANO,3
CHANON,16
CHANS,2
CHANT,9
CHANTE,2
CHANUKA,3
CHANVIT,2
CHANWIT,3
CHAO,69
CHAORAN,4
CHAOUKI,6
CHAOWEI,2
CHAOYU,4
CHAPLIN,12
CHARA,2
CHARAF,3
CHARAFEDDINE,2
CHARALABOS,8
CHARALAMBOS,33
CHARALAMPOS,110
CHARAN,12
CHARANJIT,8
CHARBAL,4
CHARBEL,632
CHARBELL,5
CHARBIL,2
CHARBL,2
CHAREF,3
CHARFEDDINE,2
CHARIF,17
CHARILAOS,22
CHARIN,3
CHARIS,8
CHARISIOS,2
CHARITH,10
CHARITHA,4
CHARITON,3
CHARL,13
CHARLE,3
CHARLEE,11
CHARLES,1859
CHARLES-ALBIN,2
CHARLES-HENRI,4
CHARLEY,65
CHARLI,30
CHARLIE,10321
CHARLIÉ,2
CHARLIES,3
CHARLIS,2
CHARLOTTE,2
CHARLS,4
CHARLTON,5
CHARLY,70
CHARLYE,2
CHARMAKE,3
CHARMAKEH,2
CHARMARKE,6
CHARN,4
CHARNJIT,2
CHAROENCHAI,2
CHARSTEN,3
CHARUKIT,2
CHARVIK,4
CHARY,2
CHASE,16
CHASIB,2
CHASLAV,2
CHASPER,4
CHASPIAN,2
CHATCHAI,20
CHATCHAWAN,6
CHATDANAI,3
CHATHURA,3
CHATHURANGA,8
CHATO,4
CHATREE,3
CHATRI,2
CHATUPHON,3
CHAU,12
CHAUDHARY,19
CHAUDHRY,34
CHAUDRY,6
CHAUKAT,4
CHAVDAR,4
CHAVI,2
CHAWALIT,4
CHAWAN,5
CHAWDER,2
CHAWKAT,4
CHAWKI,6
CHAWQI,2
CHAYAKORN,3
CHAYAN,5
CHAYANAN,2
CHAYANGKOON,2
CHAYANGKUN,2
CHAYANON,7
CHAYAR,3
CHAYTON,2
CHAYUT,2
CHAZ,2
CHE,8
CHEBON,2
CHEDI,2
CHEDLI,6
CHEDOMIR,2
CHEE,21
CHEEMA,2
CHEEWIN,4
CHEHAB,5
CHEHADA,2
CHEICK,9
CHEICKNA,2
CHEIK,3
CHEIKH,30
CHEIKHMOUS,3
CHEIKHNA,2
CHEIKHO,2
CHEKO,2
CHEMS,2
CHEN,71
CHENAR,14
CHENCHEN,2
CHENEY,2
CHENG,56
CHENG-AN,2
CHENGBO,2
CHENGCHENG,2
CHENGFENG,2
CHENGGONG,2
CHENGHAO,3
CHENGIS,2
CHENGJIE,3
CHENGJUN,5
CHENGKAI,2
CHENGLIANG,3
CHENGLIN,2
CHENGLONG,3
CHENGMING,2
CHENGQIAN,2
CHENGQIANG,2
CHENGSHENG,2
CHENGTIAN,2
CHENGUANG,2
CHENGXI,4
CHENGXUAN,2
CHENGYANG,4
CHENGYI,4
CHENGYU,3
CHENGZHI,2
CHENHAO,6
CHENJIAN,2
CHENJIE,5
CHENMING,2
CHENNA,6
CHENNET,3
CHENNY,2
CHENOL,2
CHENRUI,2
CHENXI,2
CHENXIN,2
CHENXUAN,3
CHENYANG,7
CHENYI,3
CHENYU,4
CHENYUE,3
CHEOK,2
CHEONG,2
CHERA,2
CHERAGH,4
CHERBEL,18
CHERBIL,2
CHERIF,32
CHERISTIAN,2
CHERKAOUI,2
CHERKI,2
CHERNO,34
CHERNOR,5
CHEROKEE,4
CHESTER,66
CHESTON,2
CHET,8
CHETAN,35
CHETANKUMAR,3
CHETHAN,7
CHETIN,2
CHETSADA,7
CHETTIN,2
CHEUK,14
CHEUNG,3
CHEVAN,3
CHEVY,20
CHEWAR,2
CHI,175
CHÍ,3
CHI THANH,3
CHIA,41
CHIA-FENG,2
CHIAGOZIE,3
CHIAKO,2
CHIAVAN,4
CHIA-WEI,2
CHIBUEZE,6
CHIBUGO,2
CHIBUIKE,14
CHIBUIKEM,6
CHIBUZO,4
CHIBUZOR,7
CHICCO,3
CHICHEBEM,2
CHICHO,2
CHICO,6
CHIDAMBARAM,2
CHIDERA,8
CHIDI,11
CHIDIEBERE,13
CHIDIEBUBE,4
CHIDOZIE,3
CHIDUBEM,4
CHIEDOZIE,5
CHIEDU,2
CHIEH,2
CHIEL,3
CHIEMELIE,2
CHIEN,9
CHIEN-CHUNG,2
CHIEU,5
CHI-FENG,2
CHIGOZIE,9
CHIH,6
CHIHAB,9
CHI-HANG,2
CHIHEB,5
CHIH-HAN,2
CHIH-WEI,2
CHIJIOKE,7
CHIKA,5
CHIKARA,2
CHIKE,4
CHIKEZIE,3
CHIKH,2
CHIKHMOUS,2
CHIKO,3
CHIKRI,4
CHILI,2
CHIM,4
CHIMA,19
CHIMAOBI,2
CHIMAOBIM,4
CHIMDIEBUBE,2
CHIMDINDU,2
CHIMERE,4
CHIMEZIE,6
CHIN,15
CHINAR,3
CHINBAT,7
CHINBOLD,3
CHINDANAI,2
CHINEDU,24
CHINEDUM,2
CHINEMELUM,2
CHINEMEREM,2
CHING,13
CHINGIS,2
CHINGIZ,7
CHINGUN,5
CHINGUUN,23
CHINH,9
CHINKHUSLEN,6
CHINMAY,12
CHINMAYA,7
CHINMOY,6
CHINNA,2
CHINNAPONG,2
CHINNAWAT,11
CHINO,6
CHINONSO,8
CHINTAN,2
CHINTANKUMAR,2
CHINTHAKA,2
CHINTOGTOKH,2
CHINTUGS,2
CHINTUSHIG,3
CHINZORIG,13
CHIP,3
CHIPP,2
CHIPPEN,2
CHIPPO,2
CHIRAG,19
CHIRANJEEV,2
CHIRANJEEVI,11
CHIRANJIBI,2
CHIRANTAN,2
CHIRANTHA,2
CHIRAPHONG,2
CHIRASAK,2
CHIRAWAT,4
CHIRAYU,4
CHIRAYUT,2
CHIRAZ,2
CHIRO,2
CHIRWAN,5
CHISOM,11
CHISOMO,2
CHIT,4
CHITCHAI,2
CHITRANJAN,2
CHITSANUPONG,2
CHIU,12
CHIVAN,5
CHIYA,11
CHIYAVAN,2
CHIZOBA,5
CHLOE,3
CHO,4
CHOI,5
CHOIJAMTS,2
CHOKCHAI,7
CHOKRI,35
CHOL,3
CHOLI,2
CHOMAN,21
CHON,2
CHONG,14
CHONGJUN,3
CHONLASIT,2
CHONLATHIT,2
CHONLATIT,2
CHONNY,4
CHOON,5
CHOPIN,2
CHOR,2
CHOUAIB,9
CHOUDARY,5
CHOUDHARY,6
CHOUDHRY,10
CHOUKI,2
CHOUKRI,8
CHOUSEIN,2
CHOWDHURY,8
CHOY,2
CHRBEL,2
CHRESTEN,7
CHRESTIAN,3
CHRICHAN,6
CHRILLE,9
CHRIS,722
CHRISANDER,2
CHRISHAN,3
CHRISIAN,2
CHRISMAN,2
CHRISOSTOMOS,6
CHRISPIN,10
CHRIS-ROBIN,2
CHRISS,8
CHRIST,41
CHRISTAKI,2
CHRISTAKIS,10
CHRISTAN,3
CHRISTEN,16
CHRISTER,24143
CHRISTHER,8
CHRISTHIAN,5
CHRISTHOPER,2
CHRISTIA,2
CHRISTIAAN,43
CHRISTIAN,19987
CHRISTIÁN,3
CHRISTIAN CAMILO,2
CHRISTIANNE,2
CHRISTIANO,30
CHRISTIANUS,2
CHRISTIE,3
CHRISTIEN,2
CHRISTIERN,2
CHRISTIPHER,2
CHRISTJAN,2
CHRISTO,45
CHRISTOBAL,2
CHRISTODOULOS,22
CHRISTOF,30
CHRISTOFER,1764
CHRISTOFER-ROBIN,2
CHRISTOFF,6
CHRISTOFFEL,8
CHRISTOFFER,12273
CHRISTOFFER ROBIN,5
CHRISTOFFER-ROBIN,9
CHRISTOFHER,13
CHRISTOFOROS,29
CHRISTOPER,3
CHRISTOPFER,3
CHRISTOPH,209
CHRISTOPHE,166
CHRISTOPHER,5714
CHRISTOPHER ROBIN,4
CHRISTOPHER-ROBIN,21
CHRISTOPHOROS,3
CHRISTOPHORUS,2
CHRISTOS,686
CHRISTY,5
CHRIZ,8
CHRIZTIAN,4
CHRIZTOFFER,2
CHRIZTOPHER,3
CHRYS,2
CHRYSANTHOS,4
CHRYSOSTOME,2
CHRYSOSTOMOS,10
CHRYSOVALANTIS,9
CHRYSSOSTOMOS,2
CHRYSTIAN,4
CHU,7
CHUA,2
CHUAIB,3
CHUAN,11
CHUANG,4
CHUANZHONG,2
CHUCK,5
CHUCKY,2
CHUDAMANI,2
CHUEN,5
CHUHAN,2
CHUHANG,2
CHUKIAT,2
CHUKRI,15
CHUKS,5
CHUKWU,2
CHUKWUDI,11
CHUKWUDUM,2
CHUKWUEBUKA,9
CHUKWUEMEKA,21
CHUKWUKA,4
CHUKWUMA,8
CHUKWUNEDUM,2
CHUKWUNONSO,5
CHUL,4
CHULUUN,2
CHULUUNBAATAR,3
CHUMA,2
CHUMLONG,2
CHUN,54
CHUNCHENG,2
CHUNG,28
CHUNHUI,4
CHUNJIE,2
CHUNLEI,5
CHUNLIANG,3
CHUNMING,2
CHUNPING,2
CHUNSHENG,3
CHUNWEI,2
CHUNYANG,2
CHUNYU,4
CHUONG,3
CHURT,2
CHUSAK,3
CHUTIPONG,2
CHUYI,3
CHYA,4
CIA,2
CIAN,81
CIARAN,27
CIARÁN,15
CIARÀN,2
CICERO,6
CID,10
CIDAD,2
CIDAR,2
CIEL,8
CIHAN,120
CIHANGIR,7
CIHANSAH,2
CIHAT,18
CIID,3
CIISE,7
CILAS,6
CILIAN,3
CILLIAN,41
CILMI,2
CIM,54
CIMAR,2
CIMMY,5
CIMON,19
CIMRAAN,6
CIMRAN,10
CINA,11
CINAR,19
ÇINAR,6
CINGIZ,2
CINO,2
CION,9
CIPRIAN,84
CIPRIAN-IONUT,2
CIPRIANO,3
CIRCIS,14
CIRE,2
CIRIACO,2
CIRIL,2
CIRILO,3
CIRO,33
CIROUS,2
CISMAAN,7
CISSE,2
CIT,2
CIVAN,17
CIWAN,29
CIYA,5
CIZAR,4
CJELL,2
CLAAS,14
CLAASSEN,2
CLABBE,3
CLAERENS,2
CLAES,9650
CLAÉS,37
CLAËS,12
CLAES ADAM,2
CLAES EINAR,2
CLAES ERIC,2
CLAES ERIK,8
CLAES GUNNAR,2
CLAES GÖRAN,187
CLAES HENRIC,2
CLAES HENRIK,6
CLAES HÅKAN,13
CLAES JÖRGEN,3
CLAES MAGNUS,3
CLAES OLOF,2
CLAES OVE,2
CLAES RUNE,2
CLAES UNO,2
CLAES ÅKE,12
CLAES-ALLAN,2
CLAES-ANDERS,11
CLAES-ARNE,5
CLAES-AXEL,4
CLAES-BERTIL,12
CLAES-ERIC,21
CLAES-ERIK,66
CLAES-EVERT,3
CLAES-FREDERIC,2
CLAES-FREDRIK,5
CLAES-GEORG,2
CLAES-GUNNAR,21
CLAES-GUSTAF,4
CLAES-GUSTAV,6
CLAESGÖRAN,4
CLAES-GÖRAN,1036
CLAÉS-GÖRAN,4
CLAËS-GÖRAN,3
CLAES-GÖSTA,3
CLAES-HENRIC,7
CLAES-HENRIK,43
CLAES-HENRY,5
CLAES-HUGO,3
CLAES-HÅKAN,89
CLAES-INGE,13
CLAES-INGVAR,6
CLAES-JACOB,2
CLAES-JOHAN,27
CLAES-JÖRGEN,8
CLAES-LENNART,4
CLAES-MAGNUS,20
CLAES-MARTIN,7
CLAES-MICHAEL,3
CLAES-OLA,6
CLAES-OLOF,32
CLAES-OLOV,9
CLAES-OTTO,6
CLAES-OVE,21
CLAES-PETER,24
CLAES-RUNE,6
CLAES-STEFAN,2
CLAES-ULRIK,2
CLAES-UNO,16
CLAES-URBAN,3
CLAES-ÅKE,71
CLAES-ÖRJAN,2
CLAEZ,2
CLAID,2
CLAIR,2
CLAIRE,2
CLANCY,2
CLARA,6
CLARENCE,194
CLARENS,12
CLARK,34
CLARO,2
CLAS,1957
CLAS GÖRAN,50
CLAS HÅKAN,2
CLAS INGE,2
CLAS OLA,2
CLAS OLOF,3
CLAS ÅKE,5
CLAS-ANDERS,2
CLAS-ARNE,3
CLAS-BERTIL,2
CLAS-ERIC,4
CLAS-ERIK,17
CLAS-GUNNAR,5
CLASGÖRAN,2
CLAS-GÖRAN,258
CLAS-GÖSTA,2
CLAS-HENRIK,5
CLAS-HÅKAN,20
CLAS-IVAR,2
CLAS-JOHAN,5
CLAS-MAGNUS,4
CLAS-MARTIN,2
CLAS-OLA,2
CLAS-OLOF,7
CLAS-OLOV,2
CLAS-OTTO,3
CLAS-OVE,6
CLAS-PETER,4
CLASSE,6
CLAS-UNO,3
CLAS-ÅKE,22
CLAUD,4
CLAUDE,118
CLAUDI,2
CLAUDIO,540
CLÁUDIO,6
CLAUDIU,116
CLAUDIU-ADRIAN,3
CLAUDIU-ALEXANDRU,2
CLAUDIU-MARIAN,2
CLAUDIU-MIHAI,4
CLAUDIU-NICOLAE,3
CLAUDIUS,20
CLAUS,393
CLAUS GÖRAN,2
CLAUS-DIETER,2
CLAUS-GUNNAR,2
CLAUS-GÖRAN,4
CLAUS-HENRIK,2
CLAUS-PETER,3
CLAUS-UWE,2
CLAVER,3
CLAY,19
CLAYTON,24
CLEBER,5
CLEIN,2
CLEITON,3
CLEMENS,110
CLEMENT,54
CLÉMENT,50
CLEMENTE,12
CLEMET,2
CLENN,2
CLEO,15
CLEON,7
CLEOPAS,2
CLERANCE,2
CLERENCE,2
CLETO,2
CLETUS,4
CLEVE,3
CLEVER,2
CLEYTON,2
CLIFF,172
CLIFFORD,96
CLIFORD,2
CLIFTON,12
CLIMENT,2
CLINT,71
CLINTON,44
CLIRIM,6
ÇLIRIM,6
CLIVE,53
CLIVEN,4
CLIVER,2
CLORINDO,2
CLOUD,8
CLOVIS,21
CLYDE,20
COBIE,3
COBY,9
COCHISE,2
COCO,4
CODIE,2
CODRIN,5
CODRUT,6
CODY,67
COEN,10
COENRAAD,6
COERT,2
COFFE,5
COHEN,11
COHLIN,9
COHN,2
COHNNY,3
COL,2
COLBY,4
COLE,14
COLEMAN,3
COLIN,2943
COLINS,2
COLLIN,786
COLLINCE,2
COLLINS,51
COLM,20
COLMAN,2
COLT,15
COLTER,2
COLTON,9
COLUMBUS,4
COLYN,2
COMAS,2
COME,3
CÔME,3
CON,2
CONALL,5
CONAN,6
CONCHÚR,2
CONFIDENCE,6
CONG,82
CÔNG,10
CONI,2
CONJE,3
CONN,6
CONNER,5
CONNEY,11
CONNI,9
CONNIE,69
CONNOR,98
CONNY,8089
CONNYE,3
CONOR,82
CONRAD,361
CONRADO,5
CONSTANDINOS,2
CONSTANS,2
CONSTANT,6
CONSTANTIJN,3
CONSTANTIN,506
CONSTANTIN-ALEXANDRU,2
CONSTANTIN-CLAUDIU,3
CONSTANTIN-COSMIN,2
CONSTANTIN-CRISTIAN,6
CONSTANTIN-DANIEL,2
CONSTANTINE,47
CONSTANTIN-EDUARD,2
CONSTANTIN-FLORIN,2
CONSTANTIN-LAURENTIU,3
CONSTANTIN-LUCIAN,2
CONSTANTINO,9
CONSTANTINOS,31
CONSTANTIN-ROBERT,2
CONSTANTINUS,2
CONSTANTIN-VALENTIN,3
CONVY,2
COOKIE,2
COOPER,41
COPIN,2
CORBIN,5
CORC,9
CORD,3
CORE,2
CORENTIN,17
COREY,38
CORFITZ,2
CORIN,5
CORINTHIAN,2
CORMAC,14
CORNEILLE,5
CORNEL,73
CORNEL-CONSTANTIN,2
CORNELIA,2
CORNELIO,5
CORNELIS,630
CORNELIU,34
CORNELIUS,223
CORNELIUZ,2
CORNELIZ,4
CORNELL,5
CORRADO,14
CORRY,4
CORWIN,2
