Tilltalsnamn,Antal bärare
ALIWIA,2
ALIX,24
ALIXANDRA,4
ALIYA,348
ALIYAA,2
ALIYAH,227
ALIYAM,2
ALIYANA,9
ALIYE,21
ALIYEH,7
ALIYO,11
ALIYYA,2
ALIZ,30
ALIZA,119
ALIZABET,3
ALIZAH,8
ALIZE,35
ALIZÉ,6
ALIZEE,3
ALIZÉE,10
ALIZEH,4
ALIZIA,107
ALIZZA,12
ALJA,15
ALJBINA,3
ALJIJE,2
ALJONA,23
ALKA,22
ALKE,2
ALKETA,40
ALKISTI,2
ALKISTIS,4
ALKMINI,6
ALKSANDRA,2
ALLA,213
ALLAA,16
ALLAMA,2
ALLAN,2
ALLANA,4
ALLAYA,2
ALLE,5
ALLEA,4
ALLÉA,3
ALLEGRA,28
ALLEN,16
ALLENE,3
ALLERIA,2
ALLEXANDRA,2
ALLEY,2
ALLEYAH,2
ALLI,178
ALLIA,8
ALLIANA,2
ALLIANCE,4
ALLICE,9
ALLIE,319
ALLIEN,2
ALLIN,6
ALLINA,6
ALLINE,3
ALLIS,398
ALLISA,3
ALLISHA,2
ALLISON,131
ALLISS,2
ALLISSA,3
ALLISSON,3
ALLIYA,3
ALLIYAH,5
ALLIZ,6
ALLMA,9
ALLMIRA,3
ALLTANE,2
ALLVI,3
ALLY,565
ALLYN,3
ALLYNE,2
ALLYSON,19
ALLYSSA,3
ALMA,12876
ÁLMA,3
ALMA LO,4
ALMA MARIA,4
ALMAAS,35
ALMADINA,2
ALMAGUL,3
ALMAH,4
ALMAIDA,2
ALMA-LI,8
ALMA-LINN,2
ALMA-LOUISE,2
ALMA-MIA,3
ALMANTE,2
ALMARA,2
ALMAS,126
ALMASA,61
ALMA-SOFIA,3
ALMASS,3
ALMASSA,2
ALMAST,2
ALMAZ,309
ALMAZA,16
ALMAZE,5
ALMAZEH,2
ALMEDINA,146
ALMEIDA,4
ALMENDRA,7
ALMERA,6
ALMETA,2
ALMI,3
ALMIDA,29
ALMIJA,2
ALMILA,4
ALMINA,154
ALMINKA,2
ALMIRA,206
ALMIRE,6
ALMISA,2
ALMITA,2
ALMUDENA,11
ALMUT,14
ALMUTH,6
ALMY,8
ALNA,5
ALOBA,2
ALODIA,3
ALOISA,2
ALOISIA,5
ALOJZIJA,5
ALOMA,6
ALONA,82
ALONDRA,33
ALORA,13
ALPA,3
ALPANA,5
ALPHA,12
ALPHONSINE,10
ALPINA,5
ALREEM,3
ALRUN,2
ALSAFA,2
ALSARA,2
ALSI,2
ALSIE,3
ALSIRA,2
ALSOU,2
ALSU,8
ALSY,10
ALTAF,10
ALTAGRACIA,5
ALTANA,5
ALTANCHIMEG,10
ALTANGEREL,3
ALTANSUVD,2
ALTANTSETSEG,16
ALTANTUUL,2
ALTANTUYA,20
ALTANZUL,12
ALTEA,62
ALTEJA,2
ALTENA,3
ALTHAEA,2
ALTHEA,168
ALTHÉA,5
ALTHIA,2
ALTIANA,4
ALTIJANA,6
ALTIN,2
ALTINA,81
ALTINAY,3
ALTINË,2
ALTNA,2
ALTRINA,5
ALTUN,9
ALTUNA,2
ALTYN,5
ALTYNAI,3
ALTYNAY,2
ALUAL,2
ALUEL,3
ALUMA,2
ALUNA,4
ALUNGOO,2
ALVA,15580
ALVA LISA,2
ALVA MARIA,2
ALVAH,3
ALVA-LEE,2
ALVALI,3
ALVA-LI,19
ALVALIE,8
ALVA-LII,2
ALVALINA,2
ALVA-LINNÉA,2
ALVA-LO,2
ALVA-LOTTA,2
ALVA-LOUISE,3
ALVA-MARIA,5
ALVARD,4
ALVART,3
ALVE,3
ALVEA,2
ALVEENA,15
ALVEERA,4
ALVERA,4
ALVHILD,10
ALVI,93
ALVIA,12
ALVIDA,60
ALVIE,12
ALVILDA,5
ALVILDE,11
ALVIN,5
ALVINA,384
ALVINDA,2
ALVINE,17
ALVIRA,37
ALVIS,6
ALVISA,2
ALVIVA,2
ALVORA,3
ALVY,26
ALVYDA,4
ALWA,452
ALWAH,2
ALWAN,9
ALWAND,3
ALWINA,16
ALWINDRA,2
ALWINE,6
ALWIRA,4
ALYA,149
ALYAA,78
ALYAANAH,2
ALYAH,7
ALYAMAMA,11
ALYAN,4
ALYANA,9
ALYANNA,3
ALYASAR,3
ALYCE,5
ALYCIA,12
ALYEH,2
ALYIA,3
ALYN,4
ALYNA,7
ALYNE,5
ALYONA,13
ALYS,5
ALYSA,2
ALYSAR,2
ALYSE,2
ALYSEA,2
ALYSHA,9
ALYSIA,4
ALYSON,8
ALYSS,2
ALYSSA,204
ALYSSIA,6
ALYX,2
ALYXANDRA,2
ALZA,2
ALZAHRA,9
AL-ZAHRA,2
ALZAHRAA,16
ALZBETA,26
ALZHANAT,2
ALZIRA,8
ALÖNA,2
AM,6
AMA,20
AMAAL,122
AMAANI,12
AMAAYA,2
AMABEL,3
AMAD,4
AMADA,9
AMADEA,13
AMADEUS,3
AMAI,2
AMAIA,30
AMAIRA,14
AMAJLA,3
AMAKA,6
AMAL,1951
AMALA,5
AMALE,15
AMALEED,4
AMALI,12
AMALIA,850
AMÁLIA,5
AMALIE,78
AMÁLIE,2
AMALIIA,4
AMALIJA,12
AMALIN,2
AMALIYA,9
AMALJA,2
AMALL,7
AMALTEA,3
AMALTHEA,9
AMALY,3
AMALYA,7
AMAMA,2
AMAN,33
AMANA,14
AMANAH,6
AMANAT,3
AMANDA,24608
AMANDA LOUISE,2
AMANDA MY,2
AMANDAH,8
AMANDA-LINN,2
AMANDA-MARIA,2
AMANDA-MY,3
AMANDA-NICOLE,2
AMANDEEP,33
AMANDHA,19
AMANDINE,44
AMANDIP,3
AMANDLA,2
AMANDUS,2
AMANE,24
AMANEE,2
AMANEH,7
AMANET,2
AMANI,665
AMANIE,4
AMANJ,5
AMANJOT,2
AMANNI,2
AMANPREET,8
AMANTA,3
AMANTIA,2
AMANTINA,2
AMANUELLA,2
AMANY,65
AMAPOLA,5
AMAR,99
AMARA,98
AMARACHI,13
AMARACHUKWU,3
AMARAH,7
AMARANTA,2
AMARAPORN,3
AMARBAYASGALAN,3
AMARDA,3
AMARECH,9
AMARELA,4
AMARELLA,2
AMARESH,4
AMARI,3
AMARIA,4
AMARILDA,7
AMARILIS,6
AMARIN,3
AMARINS,2
AMARIS,14
AMARISA,2
AMARJARGAL,8
AMARJEET,6
AMARJIT,6
AMARLIN,2
AMARTUVSHIN,3
AMARU,3
AMARYLLIS,13
AMARZAYA,3
AMASHA,2
AMAT,3
AMATA,3
AMATALLAH,2
AMATILLAH,2
AMATUL,4
AMATULLAH,7
AMAVI,2
AMAYA,133
AMAYAH,19
AMAYRA,4
AMAZING,4
AMAZONA,2
AMBA,3
AMBAR,14
ÁMBAR,3
AMBARA,2
AMBAREEN,2
AMBARO,8
AMBEL,3
AMBELA,2
AMBER,252
AMBERLE,2
AMBERLEE,2
AMBERLY,2
AMBERLYNN,2
AMBIA,3
AMBIKA,14
AMBILI,2
AMBIO,4
AMBIYO,5
AMBLA,4
AMBRA,40
AMBRE,6
AMBREEN,26
AMBRIN,2
AMBRINA,2
AMBRITT,5
AMBROSIA,3
AMCHA,3
AMEA,4
AMEAH,2
AMEDEEA,2
AMEEN,2
AMEENA,36
AMEENAH,3
AMEERA,90
AMEERAH,18
AMEESHA,2
AMEI,2
AMEINA,3
AMEIRA,4
AMEJA,3
AMEL,245
AMELA,655
AMELDA,5
AMELDINA,2
AMELEA,2
AMELEE,2
AMELEWORK,4
AMELI,99
AMELIA,3310
AMÉLIA,14
AMELIA MAJA,2
AMELIAH,2
AMELIA-MAY,2
AMELIE,1951
AMELIÉ,16
AMÉLIE,291
AMELIIA,3
AMELIJA,33
AMELIKA,2
AMELIN,2
AMELINA,13
AMELINDA,3
AMELINE,6
AMELINÉ,2
AMÉLINE,2
AMELINN,2
AMELITA,15
AMELJA,3
AMELL,6
AMELLA,7
AMELLE,7
AMELLIA,2
AMELMAL,2
AMELY,11
AMELYA,5
AMEN,76
AMENA,175
AMÉNA,2
AMENAH,48
AMENDA,2
AMENE,16
AMENEH,109
AMENI,6
AMENZE,3
AMER,2
AMERA,86
AMERAH,9
AMERIA,2
AMERICA,17
AMÉRICA,8
AMERIKA,2
AMERINA,2
AMERISA,5
AMERY,2
AMETE,9
AMETIST,6
AMEY,3
AMEYA,7
AMEZ,27
AMFORA,2
AMGALAN,4
AMI,270
AMIA,9
AMIAL,2
AMICA,8
AMICIA,5
AMIDA,14
AMIDALA,7
AMIDE,7
AMIE,389
AMIE KOLLEH,4
AMIEE,3
AMIEÉ,3
AMIENATA,9
AMIERA,2
AMIHAN,4
AMII,3
AMIIN,2
AMIINA,9
AMIIRA,108
AMIIRAH,3
AMIIRO,4
AMIKA,4
AMILA,225
AMILAH,5
AMILDA,7
AMILDE,2
AMILIA,424
AMILIE,2
AMILIJA,2
AMILIN,2
AMILLA,5
AMILYA,3
AMIMA,2
AMIN,11
AMINA,3585
AMINAA,3
AMINA-AYAN,2
AMINAH,101
AMINAT,34
AMINATA,120
AMINATH,2
AMINATOU,7
AMINATTA,3
AMINATU,3
AMINA-ZAHRA,3
AMINDA,25
AMINE,85
AMINÉ,5
AMINEH,65
AMINERDENE,2
AMIN-ERDENE,10
AMINGOO,9
AMINH,2
AMINKHUSLEN,3
AMINNA,6
AMINO,138
AMINTA,5
AMIR,6
AMIRA,2043
AMIRAAH,2
AMIRAH,68
AMIRE,13
AMIREH,12
AMIRLAN,5
AMIRO,16
AMIRTHA,4
AMISA,4
AMISHA,5
AMIT,3
AMITA,24
AMITHA,4
AMITIEL,2
AMITIS,30
AMITRIS,2
AMITY,2
AMIVI,2
AMIYA,4
AMIYAH,2
AMJAD,3
AMKE,2
AMKHA,2
AML,18
AMLA,6
AMLESET,68
AMLIN,4
AMLY,2
AMMAL,18
AMMALA,2
AMMAMA,2
AMMARA,35
AMMARAH,6
AMMELI,7
AMMELIE,17
AMMI,149
AMMIE,110
AMMIS,5
AMMNA,6
AMMOUN,2
AMMOUNA,5
AMMU,2
AMMY,55
AMNA,541
AMNAH,24
AMNAT,2
AMNE,47
AMNÉ,4
AMNEH,102
AMNH,2
AMNI,4
AMNIH,3
AMNUAI,16
AMNUAIPORN,3
AMNUAY,10
AMO,2
AMOIN,2
AMOL,2
AMOLWAN,2
AMON,11
AMONA,16
AMONDINE,2
AMONE,3
AMONRAT,23
AMONWAN,2
AMOOLYA,2
AMOR,7
AMORA,16
AMORELLE,2
AMORINA,12
AMORN,6
AM-ORN,2
AMORNPHAN,2
AMORNRAT,47
AMORNSRI,2
AMORNWAN,3
AMORY,2
AMOUN,8
AMOUNA,6
AMOURA,4
AMOURELLA,2
AMPA,8
AMPAI,15
AMPAN,2
AMPAPORN,2
AMPARO,44
AMPAWAN,4
AMPHA,7
AMPHAI,13
AMPHAIWAN,2
AMPHAN,10
AMPHAPORN,2
AMPHAWAN,3
AMPHON,8
AMPHORN,6
AMPIKA,3
AMPORN,65
AMPRAI,3
AMR,4
AMRA,482
AMRAH,2
AMRAM,2
AMRAN,156
AMRAT,2
AMREEN,15
AMREI,4
AMRIA,3
AMRIN,4
AMRINA,2
AMRIT,17
AMRITA,42
AMRITHA,11
AMRITPAL,2
AMRUTA,12
AMRUTHA,15
AMSA,2
AMSAL,2
AMSALE,4
AMSE,2
AMSHA,8
AMSHAH,2
AMTUL,21
AMUDA,2
AMUDHA,2
AMULYA,11
AMUN,15
AMUNA,16
AMUUN,5
AMWAG,2
AMWAJ,2
AMY,1070
AMYGDALIA,2
AMY-LEE,2
AMYLIE,2
AMYRA,6
AMYRAH,4
AMYTIS,3
AN,59
ANA,3047
ANA CAROLINA,3
ANA CECILIA,2
ANA ISABEL,2
ANA KATARINA,2
ANA LUCIA,3
ANA LUISA,3
ANA MARIA,76
ANA MARIJA,2
ANA PAULA,5
ANA SOFIA,3
ANAA,2
ANAAM,68
ANAAYA,9
ANAB,296
ANABEL,46
ANABELA,41
ANABELE,3
ANABELL,11
ANABELLA,43
ANABELLE,106
ANABEY,2
ANABIA,45
ANABIYA,8
ANACITA,3
ANA-CRISTINA,3
ANAEL,4
ANAËL,2
ANAELLE,5
ANAÉLLE,2
ANAËLLE,9
ANA-GABRIELA,2
ANAGHA,13
ANAGHEM,2
ANAGHIM,3
ANAH,2
ANAHED,6
ANAHET,2
ANAHETA,2
ANAHI,27
ANAHÍ,7
ANAHID,52
ANAHIS,3
ANAHIT,84
ANAHITA,195
ANAHY,3
ANAI,2
ANAIA,2
ANAIDA,3
ANAIRA,3
ANAIS,61
ANAÍS,3
ANAÏS,74
ANAISHA,11
ANAIT,9
ANAIYA,2
ANAIZA,4
ANA-KARIN,2
ANAKHA,2
ANALI,4
ANALIA,9
ANALICE,2
ANALIE,3
ANALISA,6
ANALIZA,17
ANALOU,2
ANALUCIA,2
ANA-LUCIA,2
ANALY,2
ANALYN,28
ANAM,76
ANA-MADALINA,4
ANAMARIA,82
ANA-MARIA,120
ANAMARIA-NICOLETA,2
ANAMARIE,2
ANAMARIJA,31
ANA-MARIJA,26
ANA-MARTA,2
ANAMELIA,2
ANAMIE,2
ANAMIKA,19
ANAMTA,11
ANAN,17
ANANA,5
ANAND,3
ANANDA,20
ANANDHI,2
ANANDI,5
ANANNA,4
ANANO,6
ANANSA,2
ANANTAYA,3
ANANTHI,2
ANANTHY,2
ANANYA,79
ANAR,20
ANARA,5
ANAS,16
ANASIMON,2
ANA-SOFIA,5
ANASTACIA,68
ANASTASI,3
ANASTASIA,1368
ANASTÁSIA,2
ANASTASIA-MARIA,2
ANASTASIE,12
ANASTASIIA,305
ANASTASIJA,279
ANASTASIYA,112
ANASTASJA,5
ANASTASSIA,58
ANASTASSIJA,2
ANASTASSIYA,5
ANASTASYA,2
ANASTAZIA,13
ANASTAZIJA,9
ANASTAZJA,52
ANASTELLE,2
ANASUYA,3
ANASWARA,2
ANASZTAZIA,2
ANAT,4
ANA-TERESA,2
ANATILDE,4
ANATOLI,21
ANA-VALERIA,2
ANAY,3
ANAYA,146
ANAYAH,18
ANAYRA,5
ANAYS,5
ANBAR,4
ANBARO,2
ANBIYO,2
ANBJÖRG,3
ANBRITT,2
ANCA,95
ANCA-ALINA,2
ANCAAM,2
ANCA-CRISTINA,2
ANCA-ELENA,3
ANCA-GEORGETA,2
ANCA-IRINA,3
ANCA-MARIA,3
ANCA-MIHAELA,2
ANCA-NICOLETA,2
ANCE,10
ANCELA,3
ANCELIGA,3
ANCELIKA,2
ANCELLA,2
ANCHA,5
ANCHAL,8
ANCHALEE,57
ANCHALI,4
ANCHANA,11
ANCHAREE,3
ANCHASA,2
ANCHELIE,2
ANCHISA,8
ANCHITA,3
ANCHITHA,3
AN-CHRISTIN,2
ANCI,29
ANCIE,9
ANCILLA,2
ANCKI,2
ANCUTA,19
ANCUTA-IOANA,2
ANCY,14
ANDA,73
ANDALIB,2
ANDALUCIA,3
ANDALUS,2
ANDAMAN,2
ANDEA,4
ANDEIRA,4
ANDELA,75
ANDELIJA,14
ANDELINA,20
ANDELKA,31
ANDER,2
ANDERA,20
ANDERINA,2
ANDERSES,3
ANDESHA,3
ANDI,9
ANDIA,19
ANDIANA,3
ANDIE,7
ANDINA,12
ANDIONA,2
ANDIRA,16
ANDISHA,4
ANDISHEH,2
ANDJA,35
ANDJELA,123
ANDJELIJA,24
ANDJELIKA,8
ANDJELINA,29
ANDJELKA,40
ANDLEEB,6
ANDOENA,3
ANDONIA,3
ANDORA,6
ANDRA,64
ANDRADA,18
ANDRA-ROXANA,2
ANDRÉ,5
ANDREA,4846
ANDREÁ,3
ANDRÉA,567
ANDREAH,2
ANDREA-MARIA,2
ANDREANA,7
ANDRÉE,6
ANDREEA,334
ANDREEA-ALEXANDRA,3
ANDREEA-CATALINA,2
ANDREEA-CRISTINA,2
ANDREEA-DANIELA,3
ANDREEA-DIANA,3
ANDREEA-ELENA,7
ANDREEA-GABRIELA,2
ANDREEA-IOANA,4
ANDREEA-IONELA,2
ANDREEA-LAVINIA,3
ANDREEA-LIVIA,2
ANDREEA-MARIA,4
ANDREEA-MIHAELA,5
ANDREEA-MONICA,2
ANDREEA-NICOLETA,2
ANDREEA-RALUCA,3
ANDREIA,44
ANDREINA,9
ANDREJA,59
ANDRÉJA,3
ANDREJANA,2
ANDRENA,5
ANDRESA,2
ANDRESSA,20
ANDREYA,3
ANDREZA,9
ANDRI,4
ANDRIA,3
ANDRIANA,57
ANDRIANI,8
ANDRIANNA,5
ANDRIELLA,2
ANDRIELLE,2
ANDRIETTA,17
ANDRIETTE,15
ANDRIJANA,97
ANDRINA,27
ANDRINE,41
ANDROMACHI,13
ANDROMAHI,4
ANDROMEDA,24
ANDRONA,6
ANDRONIKI,16
ANDROULA,2
ANDROULLA,6
ANDRRA,6
ANDUELA,4
ANDUENA,33
ANDY,10
ANDYANA,2
ANDZELA,8
ANDZELIKA,50
ANDZHELA,2
ANE,63
ANÉ,2
ANEA,24
ANÉA,3
ANEAM,3
ANEB,9
ANECITA,6
ANEE,3
ANEELA,19
ANEEQA,8
ANEES,3
ANEESA,24
ANEESHA,6
ANEETA,6
ANEEZA,8
ANEIRA,4
ANEL,6
ANELA,183
ANELEY,8
ANELI,13
ANELIA,28
ANELIE,6
ANELIIA,5
ANELIJA,3
ANELIS,2
ANELISE,2
ANELISSE,5
ANELISSE-MARIA,2
ANELIYA,14
ANELLA,19
ANELLE,6
ANELLI,2
ANELMA,19
ANELYA,4
ANELYN,2
ANE-MARIE,4
ANEMONA,2
ANEMONE,10
ANES,2
ANESA,119
ANESAH,2
ANESHA,3
ANESIA,3
ANESSA,30
ANET,7
ANETA,541
ANETE,21
ANETH,24
ANETHE,52
ANETT,347
ANETTA,34
ANETTE,18942
ANETTÉ,14
ANÉTTE,12
ANETTE-MARIE,2
ANETTH,7
ANETTHE,18
ANETTIE,3
ANETTY,2
ANEZKA,3
ANFA,37
ANFAAL,5
ANFAC,18
ANFAL,35
ANFEL,2
ANFI,2
ANG,5
ANGAM,7
ANGBEEN,2
ANGE,61
ANGEE,2
ANGEELICA,2
ANGEL,249
ANGELA,2487
ANGÉLA,33
ÂNGELA,3
ANGELA-ELENA,4
ANGELCA,3
ANGELE,22
ANGÉLE,2
ANGÈLE,7
ANGELEEN,5
ANGELENA,2
ANGELENE,2
ANGELES,10
ANGELI,72
ANGÉLI,3
ANGELIA,18
ANGELÍA,2
ANGELIC,11
ANGELICA,8049
ANGÉLICA,102
ANGELICCA,2
ANGELICE,5
ANGELICHA,2
ANGELICI,2
ANGELICKA,18
ANGELIE,76
ANGELIK,2
ANGELIKA,1438
ANGÉLIKA,12
ANGELIKI,121
ANGELIN,30
ANGELINA,2259
ANGELINE,140
ANGÉLINE,3
ANGELINN,11
ANGELIQA,80
ANGELIQE,3
ANGELIQUA,9
ANGELIQUE,244
ANGELIQUÉ,2
ANGÉLIQUE,52
ANGELISA,2
ANGELITA,36
ANGELL,2
ANGELLA,25
ANGELLINA,3
ANGELLY,2
ANGELY,5
ANGELYN,5
ANGELYNN,4
ANGERD,3
ANGESET,6
ANGEZA,5
ANGGIE,2
ANGHAM,33
ANGHELINA,3
ANGHELLA,2
ANGHESET,2
ANGI,8
ANGIE,113
ANGIELINA,2
ANGIELYN,3
ANGIL,2
ANGILA,2
ANGILINA,4
ANGIOLINA,4
ANGITH,2
ANGIZA,2
ANGJELA,6
ANGJELIKI,4
ANGJELINA,23
ANGKANA,12
ANGKHANA,15
ANGLINA,2
ANGNES,2
ANGNETA,7
ANGNETHA,3
ANGNEZ,2
ANGRET,3
ANGRID,2
ANGSANA,6
ANGSUMALIN,2
ANGUELINA,3
ANGUN,3
ANGUS,2
ANGY,9
ANH,116
ANH THU,2
ANHA,6
ANHAAR,7
ANHAR,23
ANHELINA,12
ANHILD,9
ANI,170
ANIA,128
ANIARA,18
ANICA,171
ANICE,2
ANICÉE,2
ANICETA,3
ANICHA,2
ANICIA,4
ANICK,2
ANICKA,36
ANICKE,2
ANIDA,57
ANIE,11
ANIELA,61
ANIELKA,8
ANIELLA,9
ANIELLE,3
ANIESHA,2
ANIETTE,2
ANIFA,9
ANIFE,16
ANIISA,6
ANIISO,2
ANIITA,3
ANIITTA,8
ANIJA,5
ANIK,8
ANIKA,201
ANIKAA,2
ANIKE,3
ANIKKA,12
ANIKKI,5
ANIKO,71
ANIKÓ,31
ANIL,7
ANILA,108
ANILEAH,3
ANILIA,3
ANILLA,7
ANIMA,17
ANINA,44
ANINDITA,12
ANINE,47
ANIOLA,2
ANIPA,2
ANIQA,13
ANIR,5
ANIRA,3
ANIRLAN,2
ANIS,36
ANISA,676
ANISAH,12
ANISARA,4
ANISE,5
ANISEH,6
ANISETTE,5
ANISGUL,3
ANISHA,42
ANISHKA,6
ANISIA,12
ANISJA,2
ANISO,71
ANISOARA,23
ANISSA,47
ANISSIA,2
ANIT,2
ANITA,23901
ANÍTA,4
ANITA MARIA,3
ANITABEN,2
ANITAH,5
ANITE,6
ANITHA,329
ANITRA,16
ANITTA,108
ANIYA,16
ANIYAH,9
ANIZA,8
ANJA,3586
ANJA KRISTINA,2
ANJALEE,3
ANJA-LEENA,2
ANJALI,74
ANJA-LIISA,4
ANJA-MARIA,3
ANJANA,37
ANJANI,5
ANJA-RIITTA,2
ANJA-RITA,2
ANJE,6
ANJEELA,2
ANJEL,13
ANJELA,28
ANJELI,5
ANJELICA,32
ANJÉLICA,2
ANJELIKA,18
ANJELIN,3
ANJELINA,20
ANJELITA,2
ANJELLA,4
ANJELLI,2
ANJESA,3
ANJEZA,18
ANJI,20
ANJIL,8
ANJILA,13
ANJLENA,2
ANJNA,2
ANJOLAOLUWA,2
ANJOLIE,2
ANJU,42
ANJULI,5
ANJUM,10
ANJUMAN,10
ANJUMANARA,3
ANKA,84
ANKANA,2
ANKE,123
ANKHBAYAR,2
ANKHILAN,2
ANKHILUUN,7
ANKHJIN,2
ANKHMAA,2
ANKHNYAM,3
ANKHTSETSEG,3
ANKHTUYA,4
ANKI,449
ANKICA,144
ANKIE,46
ANKIÉ,2
ANKIN,5
ANKITA,73
ANKITHA,4
ANKITSA,2
ANKUR,2
ANKUSA,2
ANLI,7
AN-LI,2
ANLIL,2
ANLIN,2
ANLO,2
ANLY,2
ANMAR,14
ANMARI,9
AN-MARI,2
AN-MARIE,3
ANMOL,15
ANN,15495
ANN BRITT,47
ANN CARINA,4
ANN CAROLINE,10
ANN CATHERINE,5
ANN CATHRIN,19
ANN CATHRINE,21
ANN CATRIN,28
ANN CATRINE,18
ANN CHARLOTT,44
ANN CHARLOTTA,3
ANN CHARLOTTE,182
ANN CHATRIN,3
ANN CHATRINE,11
ANN CHRISTIN,159
ANN CHRISTINA,13
ANN CHRISTINE,95
ANN CRISTIN,6
ANN CRISTINE,3
ANN ELISABETH,3
ANN EVA,2
ANN EVY,2
ANN GERD,6
ANN GIT,2
ANN HEGE,2
ANN HELEN,29
ANN HELÉN,12
ANN HELENE,9
ANN INGER,2
ANN IRENE,2
ANN JEANETTE,13
ANN KARIN,10
ANN KATARINA,6
ANN KATHRIN,11
ANN KATRIN,61
ANN KATRINE,7
ANN KERSTI,2
ANN KERSTIN,2
ANN KRISTIN,162
ANN KRISTINA,15
ANN KRISTINE,8
ANN LIS,3
ANN LOUISE,99
ANN LOVIS,2
ANN MARGARET,2
ANN MARGARETA,2
ANN MARGARETH,3
ANN MARGRET,30
ANN MARGRETH,11
ANN MARI,44
ANN MARIA,3
ANN MARIE,94
ANN MARINA,2
ANN MERETE,2
ANN MONICA,2
ANN SOFI,59
ANN SOFIE,91
ANN SOPHIE,11
ANN THERES,2
ANN THERESE,3
ANNA,96428
ANNA BEATA,4
ANNA BELL,2
ANNA BELLA,5
ANNA BIRGITTA,14
ANNA BJÖRK,2
ANNA BOEL,2
ANNA BRITA,34
ANNA BRITT,31
ANNA BRITTA,46
ANNA CAISA,2
ANNA CAJSA,2
ANNA CAMILLA,2
ANNA CARI,2
ANNA CARIN,154
ANNA CARINA,10
ANNA CAROLINA,5
ANNA CAROLINE,2
ANNA CATARINA,6
ANNA CATHARINA,3
ANNA CATRIN,3
ANNA CECILIA,5
ANNA CHARLOTTA,31
ANNA CHARLOTTE,6
ANNA CHATARINA,3
ANNA CHRISTIN,2
ANNA CHRISTINA,58
ANNA CHRISTINE,5
ANNA CLARA,28
ANNA CRISTINA,3
ANNA ELISABET,10
ANNA ELISABETH,5
ANNA ERIKA,5
ANNA EVA,10
ANNA FELICIA,2
ANNA FREDRIKA,2
ANNA FRIDA,6
ANNA GRETA,170
ANNA GRETHE,2
ANNA HELENA,40
ANNA IDA,3
ANNA INGER,2
ANNA ISABEL,2
ANNA ISABELLE,3
ANNA JENNY,2
ANNA JOHANNA,4
ANNA JOSEFIN,2
ANNA KAISA,5
ANNA KAJSA,18
ANNA KARI,4
ANNA KARIN,950
ANNA KAROLINA,5
ANNA KATARINA,43
ANNA KATRIN,3
ANNA KATRINA,3
ANNA KERSTIN,19
ANNA KLARA,29
ANNA KRISTIN,2
ANNA KRISTINA,97
ANNA LARSDOTTER,2
ANNA LEENA,3
ANNA LENA,508
ANNA LIISA,36
ANNA LINA,4
ANNA LINH,2
ANNA LINNÉA,6
ANNA LISA,177
ANNA LIVIA,2
ANNA LIZA,2
ANNA LO,5
ANNA LOTTA,9
ANNA LOUISE,14
ANNA LOVISA,6
ANNA LUNA,2
ANNA MAE,2
ANNA MAGDALENA,2
ANNA MAIJA,12
ANNA MAJ,19
ANNA MAJA,8
ANNA MALIN,8
ANNA MARGARETA,35
ANNA MARGARETHA,2
ANNA MARI,6
ANNA MARIA,817
ANNA MARIE,29
ANNA MARIJA,2
ANNA MARIT,2
ANNA MARTA,3
ANNA MATILDA,2
ANNA MAY,3
ANNA MI,3
ANNA MIA,5
ANNA MONA,2
ANNA MY,2
ANNA MÄRTA,41
ANNA PAULA,3
ANNA PIA,20
ANNA ROSA,2
ANNA SARA,32
ANNA SIGRID,2
ANNA SIRI,2
ANNA SOFI,2
ANNA SOFIA,77
ANNA SOFIE,5
ANNA SOPHIA,5
ANNA STINA,92
ANNA TERESIA,2
ANNA THERESE,3
ANNA ULRIKA,3
ANNA VERA,2
ANNA VICTORIA,6
ANNA VIKTORIA,2
ANNAA,2
ANNA-ALEXANDRA,2
ANNAB,4
ANNA-BARBRO,2
ANNA-BEATA,6
ANNA-BEATRICE,3
ANNABEL,83
ANNABELL,93
ANNA-BELL,18
ANNABELLA,123
ANNA-BELLA,21
ANNABELLE,260
ANNA-BELLE,20
ANNA-BERIT,2
ANNABETH,6
ANNA-BETH,5
ANNA-BIRGITTA,6
ANNA-BRITA,82
ANNABRITT,2
ANNA-BRITT,175
ANNABRITTA,2
ANNA-BRITTA,260
ANNA-CAISA,7
ANNA-CAJSA,18
ANNA-CAMILLA,3
ANNACARI,7
ANNA-CARI,25
ANNACARIN,113
ANNA-CARIN,1427
ANNA-CARINA,20
ANNACAROLINA,2
ANNA-CAROLINA,11
ANNA-CAROLINE,3
ANNA-CATARINA,2
ANNA-CATHARINA,3
ANNA-CECILIA,16
ANNA-CHARLOTTA,17
ANNA-CHARLOTTE,10
ANNACHIARA,2
ANNA-CHRISTIN,5
ANNACHRISTINA,2
ANNA-CHRISTINA,44
ANNA-CHRISTINE,8
ANNA-CLAIRE,2
ANNACLARA,9
ANNA-CLARA,169
ANNA-CLAUDIA,3
ANNA-CRISTINA,2
ANNA-DEA,2
ANNA-DORIS,3
ANNAE,2
ANNA-ELINA,3
ANNA-ELISA,2
ANNA-ELISABET,3
ANNA-ELISABETH,2
ANNA-ELLA,2
ANNAELLE,2
ANNAËLLE,2
ANNA-EMELIE,3
ANNA-EMILIA,4
ANNA-ERIKA,5
ANNAEVA,4
ANNA-EVA,17
ANNA-FELICIA,4
ANNAFIA,2
ANNA-FIA,2
